"","UBIGEO","DEPARTAMENTO","PROVINCIA","DISTRITO","FALTAS_CONTRA_EL_PATRIMONIO","FALTAS_CONTRA_LA_SEGURIDAD_PUBLICA","FALTAS_CONTRA_LA_TRANQUILIDAD_PUBLICA","FALTAS_CONTRA_LAS_BUENAS_COSTUMBRES","FALTAS_CONTRA_LAS_PERSONAS"
"70","x021204","ANCASH","HUAYLAS","HUAYLAS",1,0,0,0,4
"71","x021301","ANCASH","MARISCAL LUZURIAGA","PISCOBAMBA",2,0,0,2,12
"72","x021501","ANCASH","PALLASCA","CABANA",4,0,0,0,5
"73","x021508","ANCASH","PALLASCA","PALLASCA",0,0,0,2,5
"74","x021509","ANCASH","PALLASCA","PAMPAS",1,0,0,0,1
"75","x021511","ANCASH","PALLASCA","TAUCA",2,0,0,2,11
"76","x021601","ANCASH","POMABAMBA","POMABAMBA",5,0,0,2,22
"77","x021701","ANCASH","RECUAY","RECUAY",3,0,0,1,24
"78","x021702","ANCASH","RECUAY","CATAC",2,0,0,0,2
"79","x021801","ANCASH","SANTA","CHIMBOTE",292,6,9,51,722
"80","x021802","ANCASH","SANTA","CACERES DEL PERU",0,0,0,1,1
"81","x021803","ANCASH","SANTA","COISHCO",4,0,0,0,34
"82","x021804","ANCASH","SANTA","MACATE",0,0,0,0,1
"83","x021805","ANCASH","SANTA","MORO",6,0,0,3,18
"84","x021806","ANCASH","SANTA","NEPEÑA",3,0,0,1,6
"85","x021807","ANCASH","SANTA","SAMANCO",3,0,0,0,1
"86","x021808","ANCASH","SANTA","SANTA",20,0,1,9,52
"87","x021809","ANCASH","SANTA","NUEVO CHIMBOTE",77,6,6,51,219
"88","x021901","ANCASH","SIHUAS","SIHUAS",1,0,1,1,15
"89","x022001","ANCASH","YUNGAY","YUNGAY",5,0,0,0,12
"90","x022002","ANCASH","YUNGAY","CASCAPARA",1,0,1,0,1
"91","x022003","ANCASH","YUNGAY","MANCOS",1,0,0,0,4
"92","x022006","ANCASH","YUNGAY","RANRAHIRCA",0,0,0,0,7
"93","x022007","ANCASH","YUNGAY","SHUPLUY",0,0,0,0,1
"94","x022008","ANCASH","YUNGAY","YANAMA",1,0,0,1,1
"95","x030101","APURIMAC","ABANCAY","ABANCAY",108,1,4,17,524
"96","x030102","APURIMAC","ABANCAY","CHACOCHE",0,0,0,2,9
"97","x030104","APURIMAC","ABANCAY","CURAHUASI",4,1,16,2,23
"98","x030105","APURIMAC","ABANCAY","HUANIPACA",0,0,0,1,4
"99","x030106","APURIMAC","ABANCAY","LAMBRAMA",3,0,0,0,18
"100","x030108","APURIMAC","ABANCAY","SAN PEDRO DE CACHORA",2,0,0,0,18
"101","x030109","APURIMAC","ABANCAY","TAMBURCO",24,0,0,9,62
"102","x030201","APURIMAC","ANDAHUAYLAS","ANDAHUAYLAS",14,0,6,1,189
"103","x030202","APURIMAC","ANDAHUAYLAS","ANDARAPA",0,0,0,0,2
"104","x030204","APURIMAC","ANDAHUAYLAS","HUANCARAMA",0,1,0,2,10
"105","x030205","APURIMAC","ANDAHUAYLAS","HUANCARAY",5,1,0,2,6
"106","x030207","APURIMAC","ANDAHUAYLAS","KISHUARA",1,0,0,0,2
"107","x030209","APURIMAC","ANDAHUAYLAS","PACUCHA",1,0,0,0,1
"108","x030210","APURIMAC","ANDAHUAYLAS","PAMPACHIRI",0,0,0,0,9
"109","x030212","APURIMAC","ANDAHUAYLAS","SAN ANTONIO DE CACHI",4,0,0,0,7
"110","x030213","APURIMAC","ANDAHUAYLAS","SAN JERONIMO",8,0,0,4,15
"111","x030215","APURIMAC","ANDAHUAYLAS","SANTA MARIA DE CHICMO",0,0,0,0,9
"112","x030216","APURIMAC","ANDAHUAYLAS","TALAVERA",28,1,1,0,144
"113","x030217","APURIMAC","ANDAHUAYLAS","TUMAY HUARACA",0,0,0,0,1
"114","x030218","APURIMAC","ANDAHUAYLAS","TURPO",3,0,0,0,7
"115","x030301","APURIMAC","ANTABAMBA","ANTABAMBA",4,0,0,0,13
"116","x030305","APURIMAC","ANTABAMBA","OROPESA",3,0,0,0,13
"117","x030306","APURIMAC","ANTABAMBA","PACHACONAS",1,0,1,2,13
"118","x030401","APURIMAC","AYMARAES","CHALHUANCA",2,0,1,1,35
"119","x030406","APURIMAC","AYMARAES","COTARUSE",1,0,0,0,3
"120","x030414","APURIMAC","AYMARAES","TAPAIRIHUA",0,0,0,0,3
"121","x030415","APURIMAC","AYMARAES","TINTAY",1,0,0,0,22
"122","x030417","APURIMAC","AYMARAES","YANACA",0,0,0,0,8
"123","x030501","APURIMAC","COTABAMBAS","TAMBOBAMBA",5,3,1,4,29
"124","x030504","APURIMAC","COTABAMBAS","HAQUIRA",7,0,0,0,24
"125","x030506","APURIMAC","COTABAMBAS","CHALLHUAHUACHO",13,1,0,7,16
"126","x030601","APURIMAC","CHINCHEROS","CHINCHEROS",5,0,0,1,15
"127","x030602","APURIMAC","CHINCHEROS","ANCO-HUALLO",10,0,2,2,36
"128","x030603","APURIMAC","CHINCHEROS","COCHARCAS",0,0,0,0,2
"129","x030604","APURIMAC","CHINCHEROS","HUACCANA",1,0,0,2,5
"130","x030605","APURIMAC","CHINCHEROS","OCOBAMBA",5,0,0,0,6
"131","x030606","APURIMAC","CHINCHEROS","ONGOY",0,0,0,1,6
"132","x030607","APURIMAC","CHINCHEROS","URANMARCA",3,0,0,0,4
"133","x030608","APURIMAC","CHINCHEROS","RANRACANCHA",0,0,0,1,6
"134","x030701","APURIMAC","GRAU","CHUQUIBAMBILLA",8,0,0,14,43
"135","x030708","APURIMAC","GRAU","PROGRESO",6,0,0,1,11
"136","x040101","AREQUIPA","AREQUIPA","AREQUIPA",1199,1,7,87,839
"137","x040102","AREQUIPA","AREQUIPA","ALTO SELVA ALEGRE",107,2,6,41,255
"138","x040103","AREQUIPA","AREQUIPA","CAYMA",276,3,32,17,179
"139","x040104","AREQUIPA","AREQUIPA","CERRO COLORADO",299,2,5,19,691
"140","x040105","AREQUIPA","AREQUIPA","CHARACATO",51,0,2,2,98
"141","x040106","AREQUIPA","AREQUIPA","CHIGUATA",3,0,2,6,5
"142","x040107","AREQUIPA","AREQUIPA","JACOBO HUNTER",29,0,0,13,73
"143","x040108","AREQUIPA","AREQUIPA","LA JOYA",69,0,0,6,152
"144","x040109","AREQUIPA","AREQUIPA","MARIANO MELGAR",117,5,5,26,287
"145","x040110","AREQUIPA","AREQUIPA","MIRAFLORES",210,1,1,4,255
"146","x040111","AREQUIPA","AREQUIPA","MOLLEBAYA",11,0,1,5,12
"147","x040112","AREQUIPA","AREQUIPA","PAUCARPATA",110,5,9,62,177
"148","x040113","AREQUIPA","AREQUIPA","POCSI",0,0,0,0,4
"149","x040114","AREQUIPA","AREQUIPA","POLOBAYA",0,0,0,3,7
"150","x040116","AREQUIPA","AREQUIPA","SABANDIA",4,0,1,4,11
"151","x040117","AREQUIPA","AREQUIPA","SACHACA",27,1,4,21,41
"152","x040118","AREQUIPA","AREQUIPA","SAN JUAN DE SIGUAS",0,0,0,2,4
"153","x040119","AREQUIPA","AREQUIPA","SAN JUAN DE TARUCANI",0,2,0,1,0
"154","x040120","AREQUIPA","AREQUIPA","SANTA ISABEL DE SIGUAS",2,0,0,0,1
"155","x040121","AREQUIPA","AREQUIPA","SANTA RITA DE SIGUAS",1,0,0,1,17
"156","x040122","AREQUIPA","AREQUIPA","SOCABAYA",215,1,8,16,205
"157","x040123","AREQUIPA","AREQUIPA","TIABAYA",44,2,2,48,93
"158","x040124","AREQUIPA","AREQUIPA","UCHUMAYO",32,1,0,21,36
"159","x040125","AREQUIPA","AREQUIPA","VITOR",2,0,0,0,4
"160","x040126","AREQUIPA","AREQUIPA","YANAHUARA",198,0,4,3,57
"161","x040127","AREQUIPA","AREQUIPA","YARABAMBA",7,0,0,3,16
"162","x040128","AREQUIPA","AREQUIPA","YURA",14,0,3,32,71
"163","x040129","AREQUIPA","AREQUIPA","JOSE LUIS BUSTAMANTE Y RIVERO",567,1,3,5,294
"164","x040201","AREQUIPA","CAMANA","CAMANA",57,0,2,0,141
"165","x040202","AREQUIPA","CAMANA","JOSE MARIA QUIMPER",2,0,2,0,1
"166","x040204","AREQUIPA","CAMANA","MARISCAL CACERES",12,0,0,7,8
"167","x040205","AREQUIPA","CAMANA","NICOLAS DE PIEROLA",21,0,4,13,39
"168","x040206","AREQUIPA","CAMANA","OCOÑA",3,0,2,5,12
"169","x040207","AREQUIPA","CAMANA","QUILCA",0,0,0,0,1
"170","x040208","AREQUIPA","CAMANA","SAMUEL PASTOR",9,1,3,22,60
"171","x040301","AREQUIPA","CARAVELI","CARAVELI",8,1,1,3,22
"172","x040302","AREQUIPA","CARAVELI","ACARI",5,0,1,4,19
"173","x040303","AREQUIPA","CARAVELI","ATICO",12,0,2,1,25
"174","x040305","AREQUIPA","CARAVELI","BELLA UNION",3,0,0,5,7
"175","x040307","AREQUIPA","CARAVELI","CHALA",26,4,29,8,19
"176","x040308","AREQUIPA","CARAVELI","CHAPARRA",0,0,2,3,6
"177","x040310","AREQUIPA","CARAVELI","JAQUI",3,0,0,0,1
"178","x040311","AREQUIPA","CARAVELI","LOMAS",8,0,0,7,4
"179","x040313","AREQUIPA","CARAVELI","YAUCA",6,0,0,5,8
"180","x040401","AREQUIPA","CASTILLA","APLAO",9,0,0,19,22
"181","x040409","AREQUIPA","CASTILLA","ORCOPAMPA",8,0,0,2,7
"182","x040410","AREQUIPA","CASTILLA","PAMPACOLCA",2,0,0,1,17
"183","x040413","AREQUIPA","CASTILLA","URACA",3,0,0,0,12
"184","x040414","AREQUIPA","CASTILLA","VIRACO",1,0,0,0,3
"185","x040501","AREQUIPA","CAYLLOMA","CHIVAY",8,1,0,0,68
"186","x040503","AREQUIPA","CAYLLOMA","CABANACONDE",6,0,1,3,25
"187","x040505","AREQUIPA","CAYLLOMA","CAYLLOMA",9,0,0,1,8
"188","x040507","AREQUIPA","CAYLLOMA","HUAMBO",6,0,0,3,2
"189","x040508","AREQUIPA","CAYLLOMA","HUANCA",7,0,0,12,9
"190","x040513","AREQUIPA","CAYLLOMA","MADRIGAL",1,0,0,0,3
"191","x040515","AREQUIPA","CAYLLOMA","SIBAYO",1,0,0,0,3
"192","x040520","AREQUIPA","CAYLLOMA","MAJES",25,0,0,1,113
"193","x040601","AREQUIPA","CONDESUYOS","CHUQUIBAMBA",2,0,0,1,11
"194","x040701","AREQUIPA","ISLAY","MOLLENDO",48,0,1,10,65
"195","x040702","AREQUIPA","ISLAY","COCACHACRA",13,1,1,3,52
"196","x040703","AREQUIPA","ISLAY","DEAN VALDIVIA",12,0,0,1,7
"197","x040704","AREQUIPA","ISLAY","ISLAY",7,0,0,0,11
"198","x040705","AREQUIPA","ISLAY","MEJIA",3,0,1,0,5
"199","x040706","AREQUIPA","ISLAY","PUNTA DE BOMBON",29,0,1,14,34
"200","x040801","AREQUIPA","LA UNION","COTAHUASI",0,0,0,0,4
"201","x050101","AYACUCHO","HUAMANGA","AYACUCHO",33,4,4,22,94
"202","x050103","AYACUCHO","HUAMANGA","ACOS VINCHOS",1,0,0,1,0
"203","x050104","AYACUCHO","HUAMANGA","CARMEN ALTO",1,0,1,0,8
"204","x050201","AYACUCHO","CANGALLO","CANGALLO",1,0,0,1,2
"205","x050202","AYACUCHO","CANGALLO","CHUSCHI",0,0,0,0,4
"206","x050203","AYACUCHO","CANGALLO","LOS MOROCHUCOS",0,0,0,0,2
"207","x050206","AYACUCHO","CANGALLO","TOTOS",0,0,0,0,1
"208","x050301","AYACUCHO","HUANCA SANCOS","SANCOS",1,0,0,1,2
"209","x050401","AYACUCHO","HUANTA","HUANTA",19,0,0,0,125
"210","x050407","AYACUCHO","HUANTA","SIVIA",4,0,0,0,7
"211","x050501","AYACUCHO","LA MAR","SAN MIGUEL",3,0,1,10,17
"212","x050503","AYACUCHO","LA MAR","AYNA",2,0,0,1,18
"213","x050508","AYACUCHO","LA MAR","TAMBO",5,0,0,0,4
"214","x050601","AYACUCHO","LUCANAS","PUQUIO",6,0,2,4,24
"215","x050603","AYACUCHO","LUCANAS","CABANA",1,0,0,1,1
"216","x050701","AYACUCHO","PARINACOCHAS","CORACORA",4,0,0,1,26
"217","x050801","AYACUCHO","PAUCAR DEL SARA SARA","PAUSA",3,0,0,0,3
"218","x050805","AYACUCHO","PAUCAR DEL SARA SARA","MARCABAMBA",1,0,0,2,2
"219","x050901","AYACUCHO","SUCRE","QUEROBAMBA",2,0,0,0,39
"220","x051001","AYACUCHO","VICTOR FAJARDO","HUANCAPI",0,0,0,0,1
"221","x051005","AYACUCHO","VICTOR FAJARDO","CANARIA",1,0,0,0,3
"222","x060101","CAJAMARCA","CAJAMARCA","CAJAMARCA",118,0,1,39,282
"223","x060105","CAJAMARCA","CAJAMARCA","ENCAÑADA",2,0,0,0,1
"224","x060106","CAJAMARCA","CAJAMARCA","JESUS",1,0,0,0,12
"225","x060108","CAJAMARCA","CAJAMARCA","LOS BAÑOS DEL INCA",5,0,1,19,18
"226","x060109","CAJAMARCA","CAJAMARCA","MAGDALENA",3,0,1,0,7
"227","x060111","CAJAMARCA","CAJAMARCA","NAMORA",2,0,0,0,9
"228","x060112","CAJAMARCA","CAJAMARCA","SAN JUAN",1,0,0,1,3
"229","x060201","CAJAMARCA","CAJABAMBA","CAJABAMBA",3,0,0,3,9
"230","x060202","CAJAMARCA","CAJABAMBA","CACHACHI",0,0,0,0,2
"231","x060204","CAJAMARCA","CAJABAMBA","SITACOCHA",1,0,0,0,0
"232","x060301","CAJAMARCA","CELENDIN","CELENDIN",2,0,0,1,23
"233","x060304","CAJAMARCA","CELENDIN","HUASMIN",1,0,0,0,0
"234","x060308","CAJAMARCA","CELENDIN","OXAMARCA",1,0,0,0,3
"235","x060310","CAJAMARCA","CELENDIN","SUCRE",2,0,0,0,10
"236","x060401","CAJAMARCA","CHOTA","CHOTA",0,0,0,11,16
"237","x060409","CAJAMARCA","CHOTA","HUAMBOS",0,0,1,0,1
"238","x060411","CAJAMARCA","CHOTA","LLAMA",0,0,1,2,7
"239","x060501","CAJAMARCA","CONTUMAZA","CONTUMAZA",0,0,0,0,13
"240","x060502","CAJAMARCA","CONTUMAZA","CHILETE",1,0,0,1,7
"241","x060507","CAJAMARCA","CONTUMAZA","TANTARICA",3,0,0,0,0
"242","x060508","CAJAMARCA","CONTUMAZA","YONAN",4,0,0,4,4
"243","x060601","CAJAMARCA","CUTERVO","CUTERVO",3,0,0,2,29
"244","x060603","CAJAMARCA","CUTERVO","CHOROS",0,2,0,0,4
"245","x060701","CAJAMARCA","HUALGAYOC","BAMBAMARCA",7,0,0,0,91
"246","x060703","CAJAMARCA","HUALGAYOC","HUALGAYOC",3,0,0,0,4
"247","x060801","CAJAMARCA","JAEN","JAEN",11,0,1,2,23
"248","x060802","CAJAMARCA","JAEN","BELLAVISTA",2,0,0,4,9
"249","x060806","CAJAMARCA","JAEN","LAS PIRIAS",1,0,0,0,4
"250","x060807","CAJAMARCA","JAEN","POMAHUACA",2,0,0,0,9
"251","x060808","CAJAMARCA","JAEN","PUCARA",9,0,0,1,58
"252","x060812","CAJAMARCA","JAEN","SANTA ROSA",2,0,0,0,1
"253","x060901","CAJAMARCA","SAN IGNACIO","SAN IGNACIO",8,0,2,4,58
"254","x060902","CAJAMARCA","SAN IGNACIO","CHIRINOS",1,0,0,0,13
"255","x060906","CAJAMARCA","SAN IGNACIO","SAN JOSE DE LOURDES",0,0,0,0,3
"256","x061001","CAJAMARCA","SAN MARCOS","PEDRO GALVEZ",8,1,0,44,2
"257","x061003","CAJAMARCA","SAN MARCOS","EDUARDO VILLANUEVA",2,0,1,3,4
"258","x061005","CAJAMARCA","SAN MARCOS","ICHOCAN",1,0,0,0,7
"259","x061101","CAJAMARCA","SAN MIGUEL","SAN MIGUEL",4,0,0,1,1
"260","x061102","CAJAMARCA","SAN MIGUEL","BOLIVAR",6,0,0,0,16
"261","x061105","CAJAMARCA","SAN MIGUEL","EL PRADO",0,0,0,0,2
"262","x061201","CAJAMARCA","SAN PABLO","SAN PABLO",2,0,0,2,8
"263","x061301","CAJAMARCA","SANTA CRUZ","SANTA CRUZ",6,0,0,1,42
"264","x070101","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","CALLAO",1030,5,20,194,1413
"265","x070102","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","BELLAVISTA",57,0,0,3,58
"266","x070103","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","CARMEN DE LA LEGUA REYNOSO",47,0,1,2,90
"267","x070104","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","LA PERLA",12,0,1,0,45
"268","x070105","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","LA PUNTA",8,0,0,1,12
"269","x070106","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","VENTANILLA",177,1,1,7,454
"270","x070107","PROVINCIA CONSTITUCIONAL DEL CALLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","MI PERU",10,0,0,0,61
"271","x080101","CUSCO","CUSCO","CUSCO",164,0,2,16,528
"272","x080103","CUSCO","CUSCO","POROY",1,0,0,0,2
"273","x080104","CUSCO","CUSCO","SAN JERONIMO",74,0,1,21,184
"274","x080105","CUSCO","CUSCO","SAN SEBASTIAN",122,0,0,5,470
"275","x080106","CUSCO","CUSCO","SANTIAGO",89,0,6,19,343
"276","x080107","CUSCO","CUSCO","SAYLLA",16,0,1,0,84
"277","x080108","CUSCO","CUSCO","WANCHAQ",121,4,4,187,146
"278","x080201","CUSCO","ACOMAYO","ACOMAYO",4,0,0,1,11
"279","x080204","CUSCO","ACOMAYO","MOSOC LLACTA",0,0,0,0,11
"280","x080205","CUSCO","ACOMAYO","POMACANCHI",4,1,0,13,6
"281","x080301","CUSCO","ANTA","ANTA",3,1,0,2,13
"282","x080302","CUSCO","ANTA","ANCAHUASI",5,0,0,5,4
"283","x080303","CUSCO","ANTA","CACHIMAYO",6,0,0,0,1
"284","x080305","CUSCO","ANTA","HUAROCONDO",1,0,0,6,13
"285","x080306","CUSCO","ANTA","LIMATAMBO",6,0,0,1,10
"286","x080308","CUSCO","ANTA","PUCYURA",3,0,0,1,7
"287","x080309","CUSCO","ANTA","ZURITE",0,0,1,1,18
"288","x080401","CUSCO","CALCA","CALCA",9,0,0,4,43
"289","x080405","CUSCO","CALCA","PISAC",4,0,0,1,21
"290","x080406","CUSCO","CALCA","SAN SALVADOR",1,0,0,0,16
"291","x080408","CUSCO","CALCA","YANATILE",0,0,0,0,7
"292","x080501","CUSCO","CANAS","YANAOCA",0,1,0,0,20
"293","x080601","CUSCO","CANCHIS","SICUANI",38,0,0,1,135
"294","x080603","CUSCO","CANCHIS","COMBAPATA",0,0,0,3,5
"295","x080604","CUSCO","CANCHIS","MARANGANI",3,0,0,1,5
"296","x080605","CUSCO","CANCHIS","PITUMARCA",0,1,0,3,12
"297","x080608","CUSCO","CANCHIS","TINTA",3,0,0,0,15
"298","x080701","CUSCO","CHUMBIVILCAS","SANTO TOMAS",10,0,0,1,49
"299","x080708","CUSCO","CHUMBIVILCAS","VELILLE",18,0,0,2,59
"300","x080801","CUSCO","ESPINAR","ESPINAR",4,0,0,1,89
"301","x080901","CUSCO","LA CONVENCION","SANTA ANA",34,0,1,13,104
"302","x080902","CUSCO","LA CONVENCION","ECHARATE",3,0,0,0,8
"303","x080903","CUSCO","LA CONVENCION","HUAYOPATA",6,0,1,4,11
"304","x080904","CUSCO","LA CONVENCION","MARANURA",3,0,0,2,11
"305","x080905","CUSCO","LA CONVENCION","OCOBAMBA",0,0,0,0,2
"306","x080906","CUSCO","LA CONVENCION","QUELLOUNO",0,0,0,2,0
"307","x080907","CUSCO","LA CONVENCION","KIMBIRI",0,0,0,0,1
"308","x080908","CUSCO","LA CONVENCION","SANTA TERESA",1,0,0,23,4
"309","x080910","CUSCO","LA CONVENCION","PICHARI",14,0,0,0,18
"310","x081001","CUSCO","PARURO","PARURO",2,0,0,1,3
"311","x081009","CUSCO","PARURO","YAURISQUE",1,0,0,0,0
"312","x081101","CUSCO","PAUCARTAMBO","PAUCARTAMBO",6,0,0,0,22
"313","x081105","CUSCO","PAUCARTAMBO","HUANCARANI",2,0,0,0,9
"314","x081201","CUSCO","QUISPICANCHI","URCOS",2,3,1,1,23
"315","x081202","CUSCO","QUISPICANCHI","ANDAHUAYLILLAS",2,0,0,3,15
"316","x081203","CUSCO","QUISPICANCHI","CAMANTI",0,0,0,0,1
"317","x081205","CUSCO","QUISPICANCHI","CCATCA",0,0,0,0,3
"318","x081207","CUSCO","QUISPICANCHI","HUARO",1,0,0,1,18
"319","x081208","CUSCO","QUISPICANCHI","LUCRE",17,0,0,1,33
"320","x081210","CUSCO","QUISPICANCHI","OCONGATE",4,0,0,0,36
"321","x081211","CUSCO","QUISPICANCHI","OROPESA",1,1,0,0,7
"322","x081212","CUSCO","QUISPICANCHI","QUIQUIJANA",3,0,0,2,16
"323","x081301","CUSCO","URUBAMBA","URUBAMBA",13,1,1,0,156
"324","x081302","CUSCO","URUBAMBA","CHINCHERO",6,0,0,1,12
"325","x081303","CUSCO","URUBAMBA","HUAYLLABAMBA",9,0,0,1,14
"326","x081304","CUSCO","URUBAMBA","MACHUPICCHU",15,0,1,3,53
"327","x081305","CUSCO","URUBAMBA","MARAS",4,0,0,5,25
"328","x081306","CUSCO","URUBAMBA","OLLANTAYTAMBO",25,0,1,3,40
"329","x090101","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA",28,2,1,1,174
